question,answer,model_answer,id,clean_model_answer,is_correct
بعد از کودتا اسفند 1299 مسعود خان به چه سمتی رسید؟,وزیر جنگ,"<Think>بعد از کودتای اسفند ۱۲۹۹، مسعود خان که به سردار مسعود خان یا مسعود خان کیهان نیز معروف است، به ریاست ستاد کل ارتش (سردار کل) منصوب شد.</Think>
<ANSWER>رئیس ستاد کل ارتش</ANSWER>",1637546,رئیس ستاد کل ارتش,False
در جنگ جهانی اول و جنگ جهانی دوم، ژاپن در کدام جبهه قرار داشت؟,در جنگ جهانی اول، ژاپن از متفقین بود و در جنگ جهانی دوم با متفقین می‌جنگید.,<ANSWER>در جنگ جهانی اول در جبهه متفقین و در جنگ جهانی دوم در جبهه نیروهای محور قرار داشت.</ANSWER>,1622330,در جنگ جهانی اول در جبهه متفقین و در جنگ جهانی دوم در جبهه نیروهای محور قرار داشت.,False
بودجه تئاتر ملی از کجا تأمین می گشت؟,امکانات و بودجهٔ خود را از محل خیریه آموزش و پرورش تأمین می‌کرد,"<Think>تئاتر ملی یک نهاد هنری رسمی در ایران است. بودجه نهادهای ملی معمولاً از طریق دولت یا سازمان‌های دولتی تأمین می‌شود.</Think>
<ANSWER>دولت وقت</ANSWER>",1647251,دولت وقت,False
اکسیژن عضوی از خانواده عناصر کدوم گروه است؟,گروه کالکوژن,"<Think>اکسیژن در جدول تناوبی، در گروه ۱۶ قرار دارد. این گروه به نام کالکوژن‌ها (Chalcogens) نیز شناخته می‌شود.</Think>
<ANSWER>گروه ۱۶ (کالکوژن‌ها)</ANSWER>",1624231,گروه ۱۶ (کالکوژن‌ها),True
در دهه‌های ۱۹۶۰ تا ۱۹۸۰ گرایش غالب حزب جمهوری‌خواهان را چه گروهی شکل می‌دادند؟,میانه‌روها,محافظه‌کاران,1635520,محافظه‌کاران,False
چه کسی کادوسیان را شکست داد؟,نی‌نوس شاه آشوری,"<Think>کادوسیان مردمانی باستانی بودند که در نزدیکی دریای خزر زندگی می‌کردند و با امپراتوری هخامنشی درگیر بودند. اردشیر دوم، پادشاه هخامنشی، در نبردی کادوسیان را شکست داد.</Think>
<ANSWER>اردشیر دوم</ANSWER>",1609850,اردشیر دوم,False
کدام‌یک از فرهنگ‌ها در فرهنگ ژاپن تاثیر داشتند؟,فرهنگ ژاپن طی هزاران سال از دوره جومون تا به امروز در حال تکامل بوده، فرهنگ معاصر ژاپن بسیار از آسیا، اروپا و آمریکای شمالی تأثیر پذیرفته‌است و در این بین نفوذ فرهنگ چینی پر رنگ‌تر است.,"<Think>فرهنگ ژاپن در طول تاریخ تحت تأثیر فرهنگ‌های همسایه خود، به ویژه چین و کره، قرار گرفته است.</Think>
<ANSWER>فرهنگ چین و کره</ANSWER>",1623174,فرهنگ چین و کره,False
اینترنت از کدام دههٔ به صورت یک شبکهٔ همگانی و جهان‌شمول درآمد؟,از اواسط دههٔ ۱۹۹۰,"<Think>اینترنت در دهه ۱۹۹۰ میلادی با ظهور وب جهان‌شمول و مرورگرهای وب به تدریج به یک شبکه همگانی و جهانی تبدیل شد.</Think>
<ANSWER>دهه ۱۹۹۰</ANSWER>",1618876,دهه ۱۹۹۰,True
اینترنت چیست؟,شبکه‌ای از شبکه‌ها,"<Think>اینترنت یک شبکه جهانی از شبکه‌های کامپیوتری به هم پیوسته است. این شبکه امکان تبادل اطلاعات و ارتباطات را فراهم می‌کند و از پروتکل‌های ارتباطی استاندارد برای انتقال داده‌ها استفاده می‌کند.</Think>
<ANSWER>شبکه جهانی از شبکه‌های کامپیوتری به هم پیوسته که امکان تبادل اطلاعات و ارتباطات را فراهم می‌کند.</ANSWER>",1618869,شبکه جهانی از شبکه‌های کامپیوتری به هم پیوسته که امکان تبادل اطلاعات و ارتباطات را فراهم می‌کند.,True
چرا شوروی نظر مساعدی نسبت به رضاخان داشت؟,رهبر مبارزهٔ ملی علیه نفوذ بریتانیا,شوروی به دلیل تمایل رضاخان به کاهش نفوذ بریتانیا در ایران و نیز سرکوب جنبش‌های کمونیستی در کشور، در ابتدا نظر مساعدی نسبت به او داشت.,1637664,شوروی به دلیل تمایل رضاخان به کاهش نفوذ بریتانیا در ایران و نیز سرکوب جنبش‌های کمونیستی در کشور، در ابتدا نظر مساعدی نسبت به او داشت.,True
کلمه‌ی گوگل برگرفته از چه واژه‌ای است؟,,<ANSWER>گوگول</ANSWER>,1611604,گوگول,False
احزاب عمده ی هلند را نام ببرید؟,دموکرات مسیحی، سوسیال دموکرات (کار)، سوسیالیست، حزب سبزها و لیبرال,<ANSWER>حزب مردم برای آزادی و دموکراسی (VVD)، دموکرات‌ها ۶۶ (D66)، ندای مسیحی دموکرات (CDA)، حزب برای آزادی (PVV)، و چپ سبز (GroenLinks).</ANSWER>,1631505,حزب مردم برای آزادی و دموکراسی (VVD)، دموکرات‌ها ۶۶ (D66)، ندای مسیحی دموکرات (CDA)، حزب برای آزادی (PVV)، و چپ سبز (GroenLinks).,False
برای چه کسانی دشوار است که بتوانند وارد جریان اصلی ایالات متحده آمریکا بشوند؟,هنرمندان هیپ هاپ آسیایی,"<Think>ورود به جریان اصلی ایالات متحده آمریکا برای گروه های اقلیت، مهاجران، و افرادی که با پیشینه های فرهنگی متفاوت، مشکلات زبانی، یا تبعیض مواجه هستند، دشوار است.</Think>
<ANSWER>برای گروه های اقلیت، مهاجران، و افرادی که با پیشینه های فرهنگی متفاوت و مشکلات زبانی مواجه هستند.</ANSWER>",1617531,برای گروه های اقلیت، مهاجران، و افرادی که با پیشینه های فرهنگی متفاوت و مشکلات زبانی مواجه هستند.,False
تا چند سال بعد از هوور، جمهوری‌خواهان از قدرت کنار گذاشته شدند؟,۲۰,"<Think>هربرت هوور، یک جمهوری‌خواه، تا سال ۱۹۳۳ رئیس‌جمهور آمریکا بود. پس از او، فرانکلین روزولت و هری ترومن، هر دو دموکرات، به مدت ۲۰ سال در قدرت بودند. تا اینکه در سال ۱۹۵۳، دوایت آیزنهاور، یک جمهوری‌خواه، به ریاست‌جمهوری رسید.</Think>
<ANSWER>۲۰ سال</ANSWER>",1635877,۲۰ سال,True
تمدن اژه ای پیشاهنگ کدام تمدن بود؟,تمدن یونانی,<ANSWER>یونان باستان</ANSWER>,1647022,یونان باستان,True
ایوان ساترلند، درچه سالی، لارنس رابرتس را بر آن گماشت که پروژه‌ای را برای ایجاد یک شبکه آغاز نماید؟,سال ۱۹۶۵,سال ۱۹۶۶,1619107,سال ۱۹۶۶,False
در سال ۱۸۴۶ اولین مسابقه ی شنا در کجا و در چه مسافتی برپا شد؟,در مسافت ۴۴۰ یارد در استرالیا,"<Think>اولین مسابقه شنا در سال ۱۸۴۶ در استرالیا، در مسافت ۴۰۰ متر برگزار شد.</Think>
<ANSWER>استرالیا، در مسافت ۴۰۰ متر</ANSWER>",1645462,استرالیا، در مسافت ۴۰۰ متر,False
ریشهٔ شبکهٔ عظیم جهانی اینترنت به کدام دههٔ بازمی‌گردد؟,دههٔ ۱۹۶۰,<ANSWER>دههٔ ۱۹۶۰</ANSWER>,1618874,دههٔ ۱۹۶۰,True
گالریوس در نبرد های پیاپی برچه کسی پیروز شد؟,نرسه,نرسه، پادشاه ساسانی,1642193,نرسه، پادشاه ساسانی,True
روش‌های ذخیره سازی اکسیژن را نام ببرید؟,شامل کپسول اکسیژن با فشار بالا، فوق سردسازی و ترکیبات شیمیایی است,"روش‌های ذخیره‌سازی اکسیژن شامل موارد زیر است:
*   گاز فشرده (در سیلندرها)
*   اکسیژن مایع (در تانک‌های کرایوژنیک)
*   اکسیژن شیمیایی (در ترکیباتی که اکسیژن را آزاد می‌کنند)",1625145,"روش‌های ذخیره‌سازی اکسیژن شامل موارد زیر است:
*   گاز فشرده (در سیلندرها)
*   اکسیژن مایع (در تانک‌های کرایوژنیک)
*   اکسیژن شیمیایی (در ترکیباتی که اکسیژن را آزاد می‌کنند)",False
نخستین آثار ادبیات ژاپنی به کدام زبان سروده شدند؟,زبان چینی کلاسیک,زبان ژاپنی کلاسیک (با استفاده از کاراکترهای چینی),1623176,زبان ژاپنی کلاسیک (با استفاده از کاراکترهای چینی),False
در ژوئن ۲۰۲۰، دادخواستی که توسط دادگاه فدرال کالیفرنیا علیه گوگل تنظیم شد، گوگل را ملزم به پرداخت چه مبلغی کرد؟,۵ میلیارد دلار,"<Think>در ژوئن ۲۰۲۰، دادخواستی علیه گوگل در دادگاه فدرال کالیفرنیا به دلیل ردیابی کاربران در حالت ناشناس (incognito mode) ثبت شد. با این حال، در ژوئن ۲۰۲۰ گوگل ملزم به پرداخت هیچ مبلغ مشخصی در نتیجهٔ این دادخواست نشد. حل و فصل این پرونده سال‌ها بعد، در دسامبر ۲۰۲۳، انجام شد که در آن گوگل موافقت کرد میلیاردها رکورد داده را حذف کند و تغییراتی در شیوه‌های حریم خصوصی خود ایجاد کند، اما پرداخت مستقیمی به کاربران نداشت.</Think>
<ANSWER>هیچ مبلغی. دادخواست در ژوئن ۲۰۲۰ ثبت شد، اما حل و فصل آن تا سال‌ها بعد انجام نشد و شامل پرداخت مستقیم پول به کاربران نبود.</ANSWER>",1612339,هیچ مبلغی. دادخواست در ژوئن ۲۰۲۰ ثبت شد، اما حل و فصل آن تا سال‌ها بعد انجام نشد و شامل پرداخت مستقیم پول به کاربران نبود.,False
