question,answer,model_answer,clean_model_answer,is_correct,em_score,f1_score,precision_score,recall_score,parse_result
گوگل داکیومنت چیست؟,,سرویس آنلاین ویرایش و مدیریت اسناد توسط گوگل,سرویس آنلاین ویرایش و مدیریت اسناد توسط گوگل,False,False,0.0,0.0,0.0,False
کدام دریا بزرگ‌ترین دریاچه جهان است؟,دریای خزر,دریاچهٔ خزر,دریاچهٔ خزر,False,False,0.5,0.5,0.5,False
در چه سالی مسابقات جام جهانی برای اولین بار از طریق تلویزیون پخش شدند؟,۱۹۵۴,1349,1349,False,False,0.0,0.0,0.0,False
ژاپنی‌ها چگونه در ساخت کاغذ از گیاهان استفاده می‌کنند؟,,متن ارائه شده اطلاعاتی دربارهٔ روش‌های ساخت کاغذ از گیاهان توسط ژاپنی‌ها ندارد.,متن ارائه شده اطلاعاتی دربارهٔ روش‌های ساخت کاغذ از گیاهان توسط ژاپنی‌ها ندارد.,True,False,0.0,0.0,0.0,False
چه کسانی نشان دادند که نسبت حجمی هیدروژن نسبت به اکسیژن در آب ۲ به ۱ است؟,ژوزف لویی گیلوساک و الکساندر فون هومبولت,آنتوان لوران لاوازیه و هنری کاوندیش,آنتوان لوران لاوازیه و هنری کاوندیش,False,False,0.15384615384615383,0.16666666666666666,0.14285714285714285,False
مخالفان رضاشاه او را مسئول برباد رفتن چه چیزی در ایران می‌دانند؟,مشروطیت,برباد رفتن تشکیلات دینی,برباد رفتن تشکیلات دینی,False,False,0.0,0.0,0.0,False
سلطان درجهٔ نظامی برابر با چیست؟,سرهنگ,سلطان درجهٔ نظامی برابر با است.,سلطان درجهٔ نظامی برابر با است.,False,False,0.0,0.0,0.0,False
کلیسای کاتولیک به چند آیین اصلی کلیسا باور دارد؟,هفت,هفت آیین,هفت آیین,True,False,0.6666666666666666,0.5,1.0,True
سؤال همیشگی والدینی که علاقمند هستند فرزندانشان شنا یاد بگیرند چیست؟,چه موقع باید آموزش شنا را شروع کرد,چگونه فرزندانمان را به شنا یاد بدهیم؟,چگونه فرزندانمان را به شنا یاد بدهیم؟,False,False,0.26666666666666666,0.2857142857142857,0.25,False
چه کسی شنای پروانه را ابداع کرد؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
پیش از وقوع مهاجرت گسترده در جریان قرن بیستم و پس از آن، جمعیت خوزستان غالباً از چند گروه زبانی تشکیل می‌شد؟,دو گروه زبانی,دزفولی، اهوازی، شوشتری، لری بختیاری، بهمیئی، لری بالاگریوه ای,دزفولی، اهوازی، شوشتری، لری بختیاری، بهمیئی، لری بالاگریوه ای,False,False,0.0,0.0,0.0,False
رضاشاه پهلوی در چه سال‌هایی پادشاه ایران بود؟,از ۱۳۰۴ تا ۱۳۲۰ خورشیدی,1925-1941,1925-1941,True,False,0.0,0.0,0.0,False
ناصرالدین شاه در چه سالی از دنیا رفت؟,,1919,1919,False,False,0.0,0.0,0.0,False
نوار سیلیسیمی چیست؟,,متن موجود اطلاعاتی درباره نوار سیلیسیمی ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره نوار سیلیسیمی ارائه نمی‌دهد.,False,False,0.0,0.0,0.0,False
فرهنگ بودایی در کدام قرن به رشد و شکوفایی رسید؟,قرن هشتم,بین قرن‌های چهارم و هفتم,بین قرن‌های چهارم و هفتم,False,False,0.0,0.0,0.0,False
دیگر چهرهٔ شاخص کودتا اسفند 1299 که بود؟,سید ضیاءالدین طباطبایی,رضاخان,رضاخان,False,False,0.0,0.0,0.0,False
 در چه سالی برای اولین بار مسابقات جام جهانی دارای مرحله گروهی شدند؟,۱۹۳۴,1934,1934,True,False,0.0,0.0,0.0,True
چه کشورهایی از قاره اروپا یک بار میزبان مسابقات جام جهانی بوده‌اند؟,سوئیس ، سوئد ، انگلستان ،اسپانیا ، آلمان ،روسیه و آلمان غربی,فرانسه، ایتالیا، بلژیک، رومانی، یوگسلاوی,فرانسه، ایتالیا، بلژیک، رومانی، یوگسلاوی,False,False,0.0,0.0,0.0,False
در بازه 1996 تا 2006 چند نفر از گیلان مهاجرت کردند؟,۱۷۷٬۷۰۷ نفر,اطلاعاتی در مورد تعداد مهاجران از گیلان در بازه 1996 تا 2006 در متن موجود نیست.,اطلاعاتی در مورد تعداد مهاجران از گیلان در بازه 1996 تا 2006 در متن موجود نیست.,False,False,0.0,0.0,0.0,False
به چه دلیل رشته بدن‌سازی در سال ۲۰۱۰ از برنامه رقابت‌های بازی‌های آسیایی کنار گذاشته شد؟,به دنبال انتقاد از نحوه و کیفیت داوری در رقابت‌های رشتهٔ بدن‌سازی در بازی‌های سال ۲۰۰۶,به دنبال انتقاد از نحوه و کیفیت داوری در رقابت‌های رشتهٔ بدن‌سازی در بازی‌های سال ۲۰۰۶,به دنبال انتقاد از نحوه و کیفیت داوری در رقابت‌های رشتهٔ بدن‌سازی در بازی‌های سال ۲۰۰۶,True,True,1.0,1.0,1.0,True
ساسانیان با چه کسانی دشمنی داشتند؟,اشکانیان,رومیان,رومیان,False,False,0.0,0.0,0.0,False
در چه روزهایی گیلان گردشگران زیادی را به سوی خود جلب می‌کند؟,روزهای تعطیل و غیرتعطیل,در متن ارائه شده، به روزهای خاصی اشاره نشده است که گیلان گردشگران زیادی را به سوی خود جلب می‌کند.,در متن ارائه شده، به روزهای خاصی اشاره نشده است که گیلان گردشگران زیادی را به سوی خود جلب می‌کند.,False,False,0.08333333333333334,0.05,0.25,False
مرحله ی توسعه و بلوغ برای یک قطعه نرم افزار را شرح دهید.,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
گروه ویژه مهندسی اینترنت چه گروهی است؟,سازمانی بین‌المللی و غیرانتفاعی است و هر فردی می‌تواند در وظایفشان با آن مشارکت کند,پنتاگون,پنتاگون,False,False,0.0,0.0,0.0,False
کلیه روستاهای دهستان رودبار در چه منطقه‌ای قرار گرفته؟,منطقه‌ای کاملاً کوهستانی,منطقه گیلان,منطقه گیلان,False,False,0.0,0.0,0.0,False
صدا و سیمای مرکز گیلان در چه سالی فعالیت خود را شروع کرد؟,۱۳۳۴,۱۳۳۴,۱۳۳۴,True,True,1.0,1.0,1.0,True
یک نرم‌افزار پیام‌رسان نام ببرید؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
چند عضو شورای المپیک آسیا در بازی‌های آسیایی ۲۰۱۰ حضور پیدا کردند؟,۴۵ عضو,تعداد اعضای شورای المپیک آسیا در متن ذکر نشده است.,تعداد اعضای شورای المپیک آسیا در متن ذکر نشده است.,False,False,0.0,0.0,0.0,False
در کدام کشور برای اولین بار مسابقات جام جهانی  دارای مرحله گروهی شدند؟,ایتالیا,ایتالیا,ایتالیا,True,True,1.0,1.0,1.0,True
مردم شهرستان اندیمشک و شوش به چه زبانی صحبت می‌کنند؟,زبان لری بالاگریوه ای,زبان عربی,زبان عربی,False,False,0.3333333333333333,0.5,0.25,False
نام پسر یزدگرد اول چه بود؟,نرسی,بهرام پنجم,بهرام پنجم,False,False,0.0,0.0,0.0,False
در سال 1381 شمسی، در مکاتبات انگلیسی، نام دریای شمال ایران چه چیزی اعلام شد؟,کاسپین,Caspian Sea,Caspian Sea,True,False,0.0,0.0,0.0,False
شعار رونالد ریگان در انتخابات سال 1980 چه بود؟,کاهش مالیات‌ها، کاهش هزینه‌های دولت، تقویت بودجه نظامی و کاهش دخالت‌های دولت در امر بخش خصوصی,کاهش مالیات‌ها، کاهش هزینه‌های دولت، تقویت بودجه نظامی و کاهش دخالت‌های دولت در امر بخش خصوصی,کاهش مالیات‌ها، کاهش هزینه‌های دولت، تقویت بودجه نظامی و کاهش دخالت‌های دولت در امر بخش خصوصی,True,True,1.0,1.0,1.0,True
چه چیزی در صفحات وب پربیننده می‌تواند سود زیادی دربرداشته باشد؟,تبلیغ برخط,بازیگران,بازیگران,False,False,0.0,0.0,0.0,False
 تغییر سرخ و تغییر آبی در چه مقیاسی اتفاق می افتد؟,در مقیاس بسیار کمی,در مقیاس بسیار کم,در مقیاس بسیار کم,True,False,0.75,0.75,0.75,False
تفرش با چه جاذبه‌هایی همه ساله پذیرای انبوه مسافران از اقصی نقاط ایران می‌باشد؟,جاذبه‌های طبیعی و تاریخی و امامزاده‌های متعدد,متن ارائه شده به جاذبه‌های تفرش اشاره‌ای نکرده است.,متن ارائه شده به جاذبه‌های تفرش اشاره‌ای نکرده است.,False,False,0.125,0.1111111111111111,0.14285714285714285,False
حزب لیبرال کانادا را توضیح دهید.,,متن ارائه شده اطلاعاتی درباره حزب لیبرال کانادا ندارد.,متن ارائه شده اطلاعاتی درباره حزب لیبرال کانادا ندارد.,True,False,0.0,0.0,0.0,False
شاپور پیروزی خودش را چگونه جشن گرفت؟,شاپور پیروزی خود را با کنده‌کاری کردن یک نقش برجسته شکوهمند در نقش رستم و بیشاپور,,,False,False,0.0,0.0,0.0,False
چه کسی در نشریهٔ خود دربارهٔ کشف حجاب و آزادی زنان نوشت و به دلیل شکایت ناظر شریعت زندان محکوم شد؟,ابراهیم خواجه‌نوری,مهدی بازرگان,مهدی بازرگان,False,False,0.0,0.0,0.0,False
هدف بنیانگذاران گوگل از انتخاب واژه‌ی گوگول چه بود؟,نشان دادن این موضوع بود که موتور جستجوی مورد نظر آنها قرار است که جستجو را در انبوهی از اطلاعات به انجام رساند,برای نشان دادن تعداد بسیار زیاد اطلاعات موجود در اینترنت.,برای نشان دادن تعداد بسیار زیاد اطلاعات موجود در اینترنت.,True,False,0.24242424242424243,0.4,0.17391304347826086,False
چه چیزی در ریه‌ها به جابجایی کربن مونوکسید از گروه هموگلوبین کمک می‌کند؟,افزایش غلظت اکسیژن,افزایش غلظت اکسیژن,افزایش غلظت اکسیژن,True,True,1.0,1.0,1.0,True
مزار کاشف السلطنه چند سال قدمت دارد؟,,حدود ۱۷۰۰ سال,حدود ۱۷۰۰ سال,False,False,0.0,0.0,0.0,False
"کدام دانشنامه در مدخل ""دید عوام نسبت به هویت گیلانی"" می‌نویسد؟",دانشنامه ایرانیکا,دانشنامه ایرانیکا,دانشنامه ایرانیکا,True,True,1.0,1.0,1.0,True
ابن مجاهد در چه قرنی می‌زیست؟,چهارم هجری,قرن چهارم هجری,قرن چهارم هجری,True,False,0.8,0.6666666666666666,1.0,True
در سال 2012 جمهوری آذربایجان روزانه چند هزار بشکه نفت از دریای خزر استخراج می‌کرد؟,۸۹۰,نمی‌توان اطلاعات مربوط به استخراج نفت از دریای خزر در سال 2012 را از متن استخراج کرد.,نمی‌توان اطلاعات مربوط به استخراج نفت از دریای خزر در سال 2012 را از متن استخراج کرد.,False,False,0.0,0.0,0.0,False
چه کسی جانشین خوبی برای برادر خود نبود؟,اردشیر دوم,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
مواد اولیه ی ایلیاد و ادیسه ی هومر از کدام تمدن گرفته شده است؟ ,تمدن باستانی اژه‌ای,تمدن یونان,تمدن یونان,False,False,0.4,0.5,0.3333333333333333,False
در چه سالی قباد اول گریخت؟,۴۹۸,سال ۴۹۸,سال ۴۹۸,True,False,0.6666666666666666,0.5,1.0,True
آبشار نیاگارا در کدام کشور می باشد؟,کانادا,کانادا,کانادا,True,True,1.0,1.0,1.0,True
برنامه‌نویس‌ها در بخش‌های سازمان فناوری اطلاعات چه شرکت‌هایی کار می‌کنند؟,شرکت‌های نرم‌افزاری بزرگ، شرکت‌های خدمت‌رسانی کوچک و نهادهای دولتی,متن ارائه شده به این سوال پاسخ نمی‌دهد.,متن ارائه شده به این سوال پاسخ نمی‌دهد.,False,False,0.0,0.0,0.0,False
